id,name,year,release_date,genere,actors,crew,poster,images,details_table,scrap_date
1863,বরফ কলের গল্প,২০২১,"১৪ মে, ২০২১",%e0%a6%a5%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%b2%e0%a6%be%e0%a6%b0,"[{'p': '166', 'c': 'নওশাদ'}, {'p': '787', 'c': 'আমজাদ'}, {'p': '1687', 'c': 'ফারিয়া'}, {'p': '%e0%a6%a8%e0%a6%bf%e0%a6%b6%e0%a6%be%e0%a6%a4-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%ae', 'c': None}, {'p': '%e0%a6%89%e0%a6%9c%e0%a7%8d%e0%a6%9c%e0%a7%8d%e0%a6%ac%e0%a6%b2-%e0%a6%ae%e0%a6%be%e0%a6%b9%e0%a6%ae%e0%a7%81%e0%a6%a6', 'c': 'হীরা'}]","[{'i': 'কাহিনী', 'p': '%e0%a6%87%e0%a6%ab%e0%a6%be%e0%a6%9c-%e0%a6%86%e0%a6%b0-%e0%a6%87%e0%a6%b8%e0%a6%b2%e0%a6%be%e0%a6%ae'}]",https://www.bmdb.com.bd/wp-content/uploads/2021/06/borof_koler_golpo-1.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/06/borof_koler_golpo.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%b6%e0%a6%b9%e0%a6%bf%e0%a6%a6-%e0%a6%89%e0%a6%a8-%e0%a6%a8%e0%a6%ac%e0%a7%80'}, {'t': 'প্রযোজকঃ', 'v': 'person/2220'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%ac%e0%a6%bf%e0%a6%9e%e0%a7%8d%e0%a6%9c'}]",2021-08-10 11:55
1864,ঠাণ্ডা,২০২১,"১০ জুন, ২০২১",%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,"[{'p': '2118', 'c': 'মোহন'}, {'p': '%e0%a6%9c%e0%a6%bf%e0%a7%9f%e0%a6%be%e0%a6%89%e0%a6%b2-%e0%a6%b9%e0%a6%95-%e0%a6%aa%e0%a6%b2%e0%a6%be%e0%a6%b6', 'c': 'জিকু'}, {'p': '995', 'c': 'সিদ্দিক'}, {'p': '588', 'c': 'সবুজ'}, {'p': '%e0%a6%a8%e0%a6%bf%e0%a6%b6%e0%a6%be%e0%a6%a4-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%ae', 'c': 'লেডি'}, {'p': '%e0%a6%ae%e0%a7%81%e0%a6%b8%e0%a6%be%e0%a6%ab%e0%a6%bf%e0%a6%b0-%e0%a6%b8%e0%a7%88%e0%a7%9f%e0%a6%a6-%e0%a6%ac%e0%a6%be%e0%a6%9a%e0%a7%8d%e0%a6%9a%e0%a7%81', 'c': 'বাচ্চু'}, {'p': '%e0%a6%b8%e0%a6%b0%e0%a6%ab-%e0%a6%86%e0%a6%b9%e0%a6%ae%e0%a7%87%e0%a6%a6-%e0%a6%9c%e0%a7%80%e0%a6%ac%e0%a6%a8', 'c': 'বাদল'}]","[{'i': 'কাহিনী', 'p': '%e0%a6%95%e0%a6%be%e0%a6%9c%e0%a6%b2-%e0%a6%86%e0%a6%b0%e0%a7%87%e0%a6%ab%e0%a6%bf%e0%a6%a8-%e0%a6%85%e0%a6%ae%e0%a6%bf'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%95%e0%a6%be%e0%a6%9c%e0%a6%b2-%e0%a6%86%e0%a6%b0%e0%a7%87%e0%a6%ab%e0%a6%bf%e0%a6%a8-%e0%a6%85%e0%a6%ae%e0%a6%bf'}]",https://www.bmdb.com.bd/wp-content/uploads/2021/06/thanda-1.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/06/mishu_in_thanda-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/06/polash_in_thanda.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/06/thanda.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%95%e0%a6%be%e0%a6%9c%e0%a6%b2-%e0%a6%86%e0%a6%b0%e0%a7%87%e0%a6%ab%e0%a6%bf%e0%a6%a8-%e0%a6%85%e0%a6%ae%e0%a6%bf'}, {'t': 'প্রযোজকঃ', 'v': 'person/1374'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%9c%e0%a6%bf-%e0%a6%ab%e0%a6%be%e0%a6%87%e0%a6%ad'}]",2021-08-10 11:55
1865,দ্য ডার্ক সাইড অব ঢাকা,২০২১,"১০ জুন, ২০২১","%e0%a6%85%e0%a6%aa%e0%a6%b0%e0%a6%be%e0%a6%a7,%e0%a6%a5%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%b2%e0%a6%be%e0%a6%b0","[{'p': '%e0%a6%a4%e0%a7%81%e0%a6%b7%e0%a6%bf', 'c': None}, {'p': '1484', 'c': None}, {'p': '590', 'c': None}, {'p': '%e0%a6%ae%e0%a6%a8%e0%a7%8b%e0%a6%9c-%e0%a6%95%e0%a7%81%e0%a6%ae%e0%a6%be%e0%a6%b0-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%ae%e0%a6%be%e0%a6%a3%e0%a6%bf%e0%a6%95', 'c': None}, {'p': '%e0%a6%96%e0%a6%be%e0%a7%9f%e0%a6%b0%e0%a7%81%e0%a6%b2-%e0%a6%ac%e0%a6%be%e0%a6%b8%e0%a6%be%e0%a6%b0', 'c': None}, {'p': '%e0%a6%b8%e0%a6%be%e0%a6%ae%e0%a6%bf%e0%a7%9f%e0%a6%be-%e0%a6%85%e0%a6%a5%e0%a7%88', 'c': None}, {'p': '%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%99%e0%a7%8d%e0%a6%97%e0%a7%80%e0%a6%b0-%e0%a6%86%e0%a6%b2%e0%a6%ae-2', 'c': None}, {'p': '%e0%a6%ab%e0%a6%b0%e0%a6%b9%e0%a6%be%e0%a6%a6-%e0%a6%b2%e0%a6%bf%e0%a6%ae%e0%a6%a8', 'c': None}, {'p': '%e0%a6%b8%e0%a6%b0%e0%a6%ab-%e0%a6%86%e0%a6%b9%e0%a6%ae%e0%a7%87%e0%a6%a6-%e0%a6%9c%e0%a7%80%e0%a6%ac%e0%a6%a8', 'c': None}, {'p': '%e0%a6%aa%e0%a6%bf%e0%a7%9f%e0%a6%be%e0%a6%b2', 'c': None}, {'p': '%e0%a6%a8%e0%a6%be%e0%a6%b8%e0%a6%bf%e0%a6%b0-%e0%a6%89%e0%a6%a6%e0%a7%8d%e0%a6%a6%e0%a6%bf%e0%a6%a8-%e0%a6%96%e0%a6%be%e0%a6%a8', 'c': None}]","[{'i': 'কাহিনী', 'p': '%e0%a6%b0%e0%a6%be%e0%a7%9f%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%b0%e0%a6%be%e0%a6%ab%e0%a6%bf'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%a8%e0%a6%be%e0%a6%9c%e0%a6%bf%e0%a6%ae-%e0%a6%89%e0%a6%a6-%e0%a6%a6%e0%a7%8c%e0%a6%b2%e0%a6%be'}]",,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/06/FB_IMG_1627145332916.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%b0%e0%a6%be%e0%a7%9f%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%b0%e0%a6%be%e0%a6%ab%e0%a6%bf'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%95%e0%a6%be%e0%a6%a8%e0%a6%a8-%e0%a6%ab%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%ae%e0%a6%b8'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%86%e0%a6%87%e0%a6%a5%e0%a6%bf%e0%a7%9f%e0%a7%87%e0%a6%9f%e0%a6%be%e0%a6%b0'}]",2021-08-10 11:55
1866,মহানগর,২০২১,"২৫ জুন, ২০২১","drama,%e0%a6%a5%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%b2%e0%a6%be%e0%a6%b0","[{'p': '252', 'c': 'ওসি হারুন'}, {'p': '718', 'c': 'শাহানা হুদা'}, {'p': '809', 'c': 'আলমগীর চৌধুরী'}, {'p': '%e0%a6%b6%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%ae%e0%a6%b2-%e0%a6%ae%e0%a6%be%e0%a6%93%e0%a6%b2%e0%a6%be', 'c': 'আফনান চৌধুরী'}, {'p': '%e0%a6%ae%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%a4%e0%a6%be%e0%a6%ab%e0%a6%bf%e0%a6%9c%e0%a7%81%e0%a6%b0-%e0%a6%a8%e0%a7%82%e0%a6%b0-%e0%a6%87%e0%a6%ae%e0%a6%b0%e0%a6%be%e0%a6%a8', 'c': 'এসআই মলয় কুমার'}, {'p': '%e0%a6%96%e0%a6%be%e0%a7%9f%e0%a6%b0%e0%a7%81%e0%a6%b2-%e0%a6%ac%e0%a6%be%e0%a6%b8%e0%a6%be%e0%a6%b0', 'c': 'আবির হাসান'}, {'p': '1686', 'c': 'আমজাদ খান'}, {'p': '%e0%a6%b0%e0%a7%81%e0%a6%95%e0%a6%be%e0%a6%87%e0%a7%9f%e0%a6%be-%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%9a%e0%a6%ae%e0%a6%95', 'c': 'প্রিয়াঙ্কা'}, {'p': '%e0%a6%a8%e0%a6%be%e0%a6%b8%e0%a6%bf%e0%a6%b0-%e0%a6%89%e0%a6%a6%e0%a7%8d%e0%a6%a6%e0%a6%bf%e0%a6%a8-%e0%a6%96%e0%a6%be%e0%a6%a8', 'c': 'বাশার'}, {'p': '%e0%a6%a8%e0%a6%bf%e0%a6%b6%e0%a6%be%e0%a6%a4-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%ae', 'c': 'রুমানা মালিক'}]","[{'i': 'কাহিনী', 'p': '%e0%a6%86%e0%a6%b6%e0%a6%ab%e0%a6%be%e0%a6%95-%e0%a6%a8%e0%a6%bf%e0%a6%aa%e0%a7%81%e0%a6%a8'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%86%e0%a6%b6%e0%a6%ab%e0%a6%be%e0%a6%95-%e0%a6%a8%e0%a6%bf%e0%a6%aa%e0%a7%81%e0%a6%a8'}, {'i': 'সংলাপ', 'p': '%e0%a6%86%e0%a6%b6%e0%a6%ab%e0%a6%be%e0%a6%95-%e0%a6%a8%e0%a6%bf%e0%a6%aa%e0%a7%81%e0%a6%a8'}]",https://www.bmdb.com.bd/wp-content/uploads/2021/06/Mohanagar.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/07/Mohanagar.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/07/mosharraf_in_mohanagar.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/07/momo_in_mohanagar.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/07/Gorge_in_mohanagar.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%86%e0%a6%b6%e0%a6%ab%e0%a6%be%e0%a6%95-%e0%a6%a8%e0%a6%bf%e0%a6%aa%e0%a7%81%e0%a6%a8'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%b9%e0%a7%88%e0%a6%9a%e0%a7%88'}]",2021-08-10 11:55
1867,এইডা কপাল,২০২১,"২৫ জুন, ২০২১",%e0%a6%a5%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%b2%e0%a6%be%e0%a6%b0,"[{'p': '15', 'c': None}]","[{'i': 'কাহিনী', 'p': '%e0%a6%b0%e0%a6%be%e0%a7%9f%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%b0%e0%a6%be%e0%a6%ab%e0%a6%bf'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%b0%e0%a6%be%e0%a7%9f%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%b0%e0%a6%be%e0%a6%ab%e0%a6%bf'}, {'i': 'সঙ্গীত পরিচালক', 'p': '%e0%a6%a8%e0%a6%be%e0%a6%ad%e0%a7%87%e0%a6%a6-%e0%a6%aa%e0%a6%be%e0%a6%b0%e0%a6%ad%e0%a7%87%e0%a6%9c'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%b0%e0%a6%be%e0%a7%9f%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%b0%e0%a6%be%e0%a6%ab%e0%a6%bf'}, {'t': 'প্রযোজকঃ', 'v': 'person/2021'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%a6%e0%a6%bf-%e0%a6%85%e0%a6%ad%e0%a6%bf-%e0%a6%95%e0%a6%a5%e0%a6%be%e0%a6%9a%e0%a6%bf%e0%a6%a4%e0%a7%8d%e0%a6%b0'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%ac%e0%a6%be%e0%a7%9f%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%95%e0%a7%8b%e0%a6%aa'}]",2021-08-10 11:55
1868,মানি হানি,২০১৯,"২৬ জুন, ২০১৯",%e0%a6%a5%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%b2%e0%a6%be%e0%a6%b0,"[{'p': '%e0%a6%b6%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%ae%e0%a6%b2-%e0%a6%ae%e0%a6%be%e0%a6%93%e0%a6%b2%e0%a6%be', 'c': 'শাহরিয়ার'}, {'p': '%e0%a6%ae%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%a4%e0%a6%be%e0%a6%ab%e0%a6%bf%e0%a6%9c%e0%a7%81%e0%a6%b0-%e0%a6%a8%e0%a7%82%e0%a6%b0-%e0%a6%87%e0%a6%ae%e0%a6%b0%e0%a6%be%e0%a6%a8', 'c': 'সোহেল'}, {'p': '809', 'c': None}, {'p': '%e0%a6%b8%e0%a7%81%e0%a6%ae%e0%a6%a8-%e0%a6%86%e0%a6%a8%e0%a7%8b%e0%a7%9f%e0%a6%be%e0%a6%b0', 'c': None}, {'p': '%e0%a6%a8%e0%a6%bf%e0%a6%b6%e0%a6%be%e0%a6%a4-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%ae', 'c': None}, {'p': '%e0%a6%a8%e0%a6%be%e0%a6%9c%e0%a6%bf%e0%a6%ac%e0%a6%be-%e0%a6%ac%e0%a6%be%e0%a6%b6%e0%a6%be%e0%a6%b0', 'c': None}]","[{'i': 'কাহিনী', 'p': '%e0%a6%a4%e0%a6%be%e0%a6%a8%e0%a6%bf%e0%a6%ae-%e0%a6%a8%e0%a7%82%e0%a6%b0'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%a4%e0%a6%be%e0%a6%a8%e0%a6%bf%e0%a6%ae-%e0%a6%a8%e0%a7%82%e0%a6%b0'}, {'i': 'সঙ্গীত পরিচালক', 'p': '%e0%a6%b0%e0%a6%be%e0%a6%b6%e0%a7%87%e0%a6%a6-%e0%a6%b6%e0%a6%b0%e0%a7%80%e0%a6%ab-%e0%a6%b6%e0%a7%8b%e0%a7%9f%e0%a7%87%e0%a6%ac'}]",,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/07/FB_IMG_1627131808226.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/07/FB_IMG_1627131811943.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%a4%e0%a6%be%e0%a6%a8%e0%a6%bf%e0%a6%ae-%e0%a6%a8%e0%a7%82%e0%a6%b0'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%b9%e0%a6%be%e0%a6%ab-%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%aa-%e0%a6%a1%e0%a6%be%e0%a6%89%e0%a6%a8'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%b9%e0%a7%88%e0%a6%9a%e0%a7%88'}]",2021-08-10 11:55
1869,ঢাকা মেট্রো,২০১৯,"১১ এপ্রিল, ২০১৯",drama,"[{'p': '%e0%a6%a8%e0%a7%87%e0%a6%ad%e0%a6%bf%e0%a6%b2-%e0%a6%ab%e0%a7%87%e0%a6%b0%e0%a6%a6%e0%a7%8c%e0%a6%b8-%e0%a6%b9%e0%a6%be%e0%a6%b8%e0%a6%be%e0%a6%a8', 'c': None}, {'p': '2158', 'c': 'গদাই'}, {'p': '1053', 'c': None}]",,,[],"[{'t': 'পরিচালকঃ', 'v': 'person/2150'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%b9%e0%a7%88%e0%a6%9a%e0%a7%88'}]",2021-08-10 11:55
id,name,year,release_date,genere,actors,crew,poster,images,details_table,scrap_date
1871,শহরে টুকরো রোদ,২০২১,"১৪ মে, ২০২১",drama,"[{'p': '%e0%a6%ac%e0%a6%be%e0%a6%81%e0%a6%a7%e0%a6%a8', 'c': '(শহরে)'}, {'p': '%e0%a6%b6%e0%a6%be%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%a8-%e0%a6%b8%e0%a6%ae%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%9f', 'c': '(শহরে)'}, {'p': '%e0%a6%95%e0%a6%b2%e0%a7%8d%e0%a6%b2%e0%a7%8b%e0%a6%b2-%e0%a6%9a%e0%a7%8c%e0%a6%a7%e0%a7%81%e0%a6%b0%e0%a7%80', 'c': '(শহরে)'}, {'p': '719', 'c': '(টুকরো রোদ)'}, {'p': '%e0%a6%87%e0%a6%b8%e0%a6%ae%e0%a6%a4-%e0%a6%9c%e0%a7%87%e0%a6%b0%e0%a6%bf%e0%a6%a8-%e0%a6%9a%e0%a7%88%e0%a6%a4%e0%a6%bf', 'c': '(টুকরো রোদ)'}, {'p': '%e0%a6%a8%e0%a7%80%e0%a6%b2-%e0%a6%b9%e0%a7%81%e0%a6%b0%e0%a7%87%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%a8', 'c': '(টুকরো রোদ)'}, {'p': '%e0%a6%a6%e0%a7%80%e0%a6%aa%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%ac%e0%a6%bf%e0%a6%a4%e0%a6%be-%e0%a6%ae%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%9f%e0%a6%bf%e0%a6%a8', 'c': '(টুকরো রোদ)'}]","[{'i': 'কাহিনী', 'p': '%e0%a6%b6%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%a6%e0%a7%81%e0%a6%9c%e0%a7%8d%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%be%e0%a6%a8'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%b6%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%a6%e0%a7%81%e0%a6%9c%e0%a7%8d%e0%a6%9c%e0%a6%be%e0%a6%ae%e0%a6%be%e0%a6%a8'}, {'i': 'সঙ্গীত পরিচালক', 'p': '%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%bf%e0%a6%a6-%e0%a6%a8%e0%a6%bf%e0%a6%b0%e0%a6%ac'}]",https://www.bmdb.com.bd/wp-content/uploads/2021/07/shohore-tukro-rod-1-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/07/shohore-tukro-rod.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/1806'}, {'t': 'প্রযোজকঃ', 'v': 'person/%e0%a6%ae%e0%a7%81%e0%a6%b6%e0%a6%ab%e0%a6%bf%e0%a6%95%e0%a7%81%e0%a6%b0-%e0%a6%b0%e0%a6%b9%e0%a6%ae%e0%a6%be%e0%a6%a8-%e0%a6%ae%e0%a6%9e%e0%a7%8d%e0%a6%9c%e0%a7%81'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%ac%e0%a6%99%e0%a7%8d%e0%a6%97'}]",2021-08-10 12:09
1872,আলিবাবা ও চালিচার,২০২১,"১৫ মে, ২০২১",drama,"[{'p': '1806', 'c': None}, {'p': '%e0%a6%ad%e0%a6%be%e0%a6%ac%e0%a6%a8%e0%a6%be', 'c': None}, {'p': '%e0%a6%87%e0%a6%b6%e0%a6%a4%e0%a6%bf%e0%a7%9f%e0%a6%be%e0%a6%95-%e0%a6%86%e0%a6%b9%e0%a6%ae%e0%a7%87%e0%a6%a6-%e0%a6%b0%e0%a7%81%e0%a6%ae%e0%a7%87%e0%a6%b2', 'c': None}, {'p': '%e0%a6%b9%e0%a6%be%e0%a6%b0%e0%a7%81%e0%a6%a8-%e0%a6%b0%e0%a6%b6%e0%a6%bf%e0%a6%a6', 'c': None}, {'p': '%e0%a6%b8%e0%a7%8b%e0%a6%b9%e0%a7%87%e0%a6%b2-%e0%a6%ae%e0%a6%a3%e0%a7%8d%e0%a6%a1%e0%a6%b2', 'c': None}, {'p': '1465', 'c': None}, {'p': '2123', 'c': None}, {'p': '%e0%a6%9c%e0%a6%be%e0%a6%b9%e0%a6%be%e0%a6%99%e0%a7%8d%e0%a6%97%e0%a7%80%e0%a6%b0-%e0%a6%86%e0%a6%b2%e0%a6%ae-2', 'c': None}, {'p': '%e0%a6%b8%e0%a7%81%e0%a6%ad%e0%a6%be%e0%a6%b6%e0%a6%bf%e0%a6%b7-%e0%a6%ad%e0%a7%8c%e0%a6%ae%e0%a6%bf%e0%a6%95', 'c': None}]","[{'i': 'কাহিনী', 'p': '%e0%a6%b6%e0%a6%bf%e0%a6%ac%e0%a6%ac%e0%a7%8d%e0%a6%b0%e0%a6%a4-%e0%a6%ac%e0%a6%b0%e0%a7%8d%e0%a6%ae%e0%a6%a3'}, {'i': 'চিত্রনাট্য', 'p': '1085'}, {'i': 'সঙ্গীত পরিচালক', 'p': '%e0%a6%b8%e0%a6%be%e0%a6%95%e0%a6%bf-2'}, {'i': 'গীতিকার', 'p': '%e0%a6%b8%e0%a6%be%e0%a6%95%e0%a6%bf-2'}]",https://www.bmdb.com.bd/wp-content/uploads/2021/07/alibaba-o-chalichar-1-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/07/alibaba-o-chalichar.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/1085'}, {'t': 'প্রযোজকঃ', 'v': 'person/%e0%a6%ae%e0%a7%81%e0%a6%b6%e0%a6%ab%e0%a6%bf%e0%a6%95%e0%a7%81%e0%a6%b0-%e0%a6%b0%e0%a6%b9%e0%a6%ae%e0%a6%be%e0%a6%a8-%e0%a6%ae%e0%a6%9e%e0%a7%8d%e0%a6%9c%e0%a7%81'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%ac%e0%a6%99%e0%a7%8d%e0%a6%97'}]",2021-08-10 12:09
1873,মরণোত্তম,২০২১,"১৬ মে, ২০২১",drama,"[{'p': '42', 'c': 'আজিজ মাস্টার'}, {'p': '278', 'c': 'চেয়ারম্যান'}, {'p': '%e0%a6%ac%e0%a6%b0%e0%a7%8d%e0%a6%b7%e0%a6%a3', 'c': 'কবি'}, {'p': '%e0%a6%ae%e0%a6%be%e0%a6%95%e0%a6%a8%e0%a7%81%e0%a6%a8-%e0%a6%b8%e0%a7%81%e0%a6%b2%e0%a6%a4%e0%a6%be%e0%a6%a8%e0%a6%be-%e0%a6%ae%e0%a6%be%e0%a6%b9%e0%a6%bf%e0%a6%ae%e0%a6%be', 'c': 'কোহিনূর'}, {'p': '%e0%a6%b8%e0%a7%81%e0%a6%9c%e0%a6%a8-%e0%a6%b9%e0%a6%be%e0%a6%ac%e0%a6%bf%e0%a6%ac', 'c': None}, {'p': '%e0%a6%87%e0%a6%ab%e0%a6%a4%e0%a7%87%e0%a6%96%e0%a6%be%e0%a6%b0-%e0%a6%87%e0%a6%ae%e0%a6%be%e0%a6%9c', 'c': None}]","[{'i': 'কাহিনী', 'p': '%e0%a6%b8%e0%a6%be%e0%a6%a6%e0%a6%be%e0%a6%a4-%e0%a6%b9%e0%a7%8b%e0%a6%b8%e0%a6%be%e0%a6%87%e0%a6%a8'}, {'i': 'চিত্রনাট্য', 'p': '%e0%a6%87%e0%a6%b6%e0%a6%a4%e0%a6%bf%e0%a7%9f%e0%a6%be%e0%a6%95-%e0%a6%85%e0%a7%9f%e0%a6%a8'}]",https://www.bmdb.com.bd/wp-content/uploads/2021/07/moronottom_poster-1-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2021/07/moronottom.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2021/07/moronottom2-1.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/%e0%a6%b8%e0%a6%9e%e0%a7%8d%e0%a6%9c%e0%a7%9f-%e0%a6%b8%e0%a6%ae%e0%a6%be%e0%a6%a6%e0%a7%8d%e0%a6%a6%e0%a6%be%e0%a6%b0'}, {'t': 'প্রযোজকঃ', 'v': 'person/%e0%a6%ae%e0%a7%81%e0%a6%b6%e0%a6%ab%e0%a6%bf%e0%a6%95%e0%a7%81%e0%a6%b0-%e0%a6%b0%e0%a6%b9%e0%a6%ae%e0%a6%be%e0%a6%a8-%e0%a6%ae%e0%a6%9e%e0%a7%8d%e0%a6%9c%e0%a7%81'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%ac%e0%a6%99%e0%a7%8d%e0%a6%97'}]",2021-08-10 12:09
